,S,I,Y,C
0,1.0,1.0,2.0,95.0
1,1.945956768153208,96.84231293095348,3.99544253135299,41.34419618657036
2,0.050115598739517896,98.07187113755262,2.465332843965152,29.052268521152012
3,0.05006140199714214,97.58428163430526,1.9558004580579573,22.40408765624816
4,0.04974481493085033,97.09677935988891,1.7813662394312249,18.231140469806615
5,0.04948389154433373,96.60888800204147,1.7088571682021985,15.368028246327235
6,0.04929947070746337,96.1213389922162,1.676264850922283,13.281700194697128
7,0.04917674997173294,95.63481815392504,1.6610591817014952,11.693794786524581
8,0.04909995391187415,95.14984397281407,1.6538193144394855,10.444760208973948
9,0.049056793613265065,94.66679117949903,1.6503307384626829,9.436578175637754
10,0.049038300770861215,94.18592731086886,1.6486424918173284,8.605708346547319
11,0.049038021932602024,93.70744270296974,1.6478338449770116,7.90915434789701
12,0.0490513285928988,93.2314725374671,1.6474643033217389,7.316781789800277
13,0.04907490114157387,92.75811253223681,1.647320369703401,6.806843425266837
14,0.04910632308098708,92.28743002832475,1.6472969482907642,6.363251062071454
15,0.04914381790073083,91.819471768462,1.6473412183662817,5.973847226215457
16,0.04918607958953969,91.3542693833061,1.6474258676779696,5.629274020124377
17,0.04923212570071953,90.89184328929477,1.64753622150203,5.322210588672893
18,0.049281221128664336,90.43220550123971,1.6476640154631486,5.046848302962155
19,0.04933275214964627,89.97536171007974,1.647804331474424,4.798518478438713
20,0.049386313419921384,89.52131263265767,1.6479540406384332,4.573426669858251
21,0.04944153379844478,89.07005527753557,1.6481110571742745,4.368456632538412
22,0.049498140746097104,88.6215836632567,1.6482738998268314,4.181025593896347
23,0.049555909604137416,88.17588949522703,1.6484414778831373,4.008974556101574
24,0.04961464611154279,87.7329626540426,1.648612964370792,3.850485029111369
25,0.049674209206416194,87.29279153636878,1.6487877064840695,3.7040144234437165
26,0.04973448482401453,86.85536336686532,1.6489651842505946,3.5682452312592607
27,0.049795365543328196,86.42066443441662,1.6491449773246696,3.4420459762839593
28,0.049856767702013145,85.98868026034678,1.6493267382321057,3.324439165364421
29,0.0499186067839525,85.55939577621233,1.6495101850693832,3.214576142701597
